Crop,State,Season,Soil_Type,Weather_Condition,Area,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Yield_Per_Hectare,Total_Yield
Maize,Punjab,Rabi,Loamy,Dry,25.43,2043.8,28.2,56.8,431.9,3.56,4297.87,109280.81
Cotton,UP,Rabi,Loamy,Sunny,39.19,1945.7,29.4,23.3,189.3,1.53,1855.37,72718.35
Groundnut,UP,Zaid,Silty,Cloudy,21.89,1763.4,33.3,77.7,251.0,2.42,2884.55,63155.93
Groundnut,Punjab,Summer,Silty,Cloudy,13.4,2162.7,40.9,77.9,126.0,4.13,3012.33,40374.23
Sugarcane,AP,Summer,Chalky,Sunny,6.1,1008.2,44.9,86.7,71.7,2.86,58308.96,355697.98
Rice,Bihar,Summer,Clay,Dry,46.63,841.4,43.5,24.7,321.4,0.38,3452.73,160999.58
Maize,AP,Rabi,Peaty,Humid,7.94,288.8,41.4,43.6,108.0,2.4,2136.75,16966.62
Bajra,UP,Rabi,Loamy,Dry,13.33,243.5,16.1,88.6,208.4,2.11,1646.34,21947.61
Jowar,UP,Winter,Sandy,Dry,34.57,705.4,28.2,78.7,402.8,2.32,2065.66,71410.82
Jowar,Haryana,Winter,Peaty,Humid,28.21,2410.6,33.8,39.5,181.6,3.56,2094.87,59102.24
Jowar,Punjab,Rabi,Peaty,Rainy,46.17,1507.5,25.9,76.7,165.8,3.5,2403.89,110980.98
Maize,Maharashtra,Rabi,Silty,Rainy,10.71,774.7,25.1,64.2,254.5,3.75,3458.97,37034.31
Wheat,Gujarat,Summer,Chalky,Dry,41.17,336.8,33.3,48.4,407.3,4.38,4235.14,174367.62
Barley,AP,Rabi,Peaty,Cloudy,49.0,817.0,16.2,72.9,252.9,0.59,2974.78,145754.98
Maize,Karnataka,Summer,Clay,Cloudy,6.8,604.0,43.8,72.0,410.6,2.05,2798.44,19034.8
Jowar,MP,Summer,Peaty,Humid,21.96,1112.5,43.1,31.5,54.4,1.27,1046.35,22974.15
Rice,Haryana,Rabi,Silty,Rainy,35.91,359.1,24.9,41.2,299.8,3.68,4589.72,164835.55
Jowar,Rajasthan,Kharif,Loamy,Humid,37.07,2253.8,28.4,59.8,237.1,4.27,2360.27,87496.89
Cotton,Karnataka,Winter,Peaty,Humid,7.16,936.4,42.4,50.7,386.7,0.66,1748.26,12512.72
Jowar,AP,Summer,Loamy,Humid,48.13,1184.2,20.9,67.0,358.1,0.71,1757.47,84593.94
Soybean,Karnataka,Rabi,Loamy,Sunny,16.89,1902.7,24.4,82.0,317.7,3.99,3010.23,50828.7
Bajra,UP,Winter,Clay,Humid,26.25,1504.4,31.8,55.6,405.8,0.75,2171.88,57009.93
Cotton,Karnataka,Kharif,Chalky,Dry,20.51,2213.4,27.5,50.2,66.3,2.8,1836.04,37648.61
Barley,UP,Kharif,Loamy,Cloudy,33.77,652.5,41.9,27.9,367.9,2.55,2848.11,96191.97
Wheat,Maharashtra,Zaid,Silty,Cloudy,24.26,1330.2,36.7,90.3,91.1,0.2,3171.42,76952.72
Rice,Bihar,Summer,Silty,Rainy,24.58,886.4,34.1,41.6,156.2,3.68,3825.54,94017.88
Sugarcane,UP,Kharif,Clay,Cloudy,11.58,983.0,44.7,59.3,142.1,1.74,66607.14,771243.76
Wheat,Karnataka,Rabi,Peaty,Sunny,16.18,1757.8,23.7,63.3,79.7,1.04,3487.62,56415.28
Maize,Bihar,Rabi,Clay,Dry,33.37,786.7,18.8,24.4,187.4,0.87,2833.9,94571.87
Sugarcane,Punjab,Summer,Chalky,Humid,18.67,444.1,35.7,93.4,377.0,4.65,89135.1,1663832.26
Soybean,Punjab,Winter,Sandy,Cloudy,8.83,1537.8,44.3,77.1,240.5,0.12,1983.01,17507.77
Sugarcane,Karnataka,Winter,Loamy,Humid,8.06,1833.4,35.3,21.8,235.3,1.73,67818.52,546385.26
Sugarcane,Maharashtra,Winter,Loamy,Dry,2.51,1098.7,38.7,80.2,372.3,1.1,84189.98,211274.86
Sugarcane,UP,Zaid,Peaty,Rainy,1.19,1711.4,26.0,65.9,363.2,1.78,102599.29,122142.04
Groundnut,Rajasthan,Rabi,Chalky,Dry,32.64,576.2,16.0,30.6,324.0,0.98,2454.34,80101.77
Maize,Bihar,Winter,Loamy,Humid,33.78,2264.3,28.4,52.8,403.0,0.56,4802.09,162203.97
Sugarcane,Bihar,Summer,Chalky,Humid,31.08,1682.2,15.9,82.1,404.7,1.37,96595.7,3001796.6
Rice,UP,Zaid,Silty,Cloudy,25.67,1296.5,23.1,22.2,322.3,2.04,4926.19,126468.42
Groundnut,Bihar,Kharif,Loamy,Cloudy,42.96,1338.5,18.9,72.2,142.7,2.26,2613.14,112258.85
Soybean,Bihar,Winter,Chalky,Dry,39.4,1263.7,43.2,56.5,258.2,3.95,2402.15,94638.67
Groundnut,Karnataka,Winter,Sandy,Sunny,2.12,1276.1,34.4,82.3,72.2,4.28,2241.9,4763.73
Soybean,Maharashtra,Zaid,Loamy,Sunny,23.79,1414.0,45.0,83.2,212.8,0.15,1887.41,44898.63
Sugarcane,Karnataka,Summer,Chalky,Rainy,48.41,2184.8,28.5,24.7,264.2,3.48,115846.63,5608040.86
Wheat,Gujarat,Rabi,Peaty,Rainy,28.99,1173.9,30.4,32.8,348.3,4.28,5613.75,162727.41
Soybean,Rajasthan,Summer,Silty,Dry,23.78,2399.4,38.0,92.7,385.8,0.96,2941.38,69955.96
Barley,Maharashtra,Winter,Loamy,Dry,16.19,2155.0,40.4,46.7,424.6,4.27,4000.18,64769.15
Sugarcane,Karnataka,Rabi,Chalky,Humid,26.4,991.4,44.9,77.9,392.6,4.78,91456.87,2414733.58
Jowar,Bihar,Winter,Loamy,Humid,1.07,499.8,24.3,28.8,493.6,1.61,1945.79,2083.04
Rice,Gujarat,Zaid,Chalky,Dry,13.68,1343.6,27.6,34.4,200.2,3.67,4307.34,58920.75
Sugarcane,Rajasthan,Kharif,Chalky,Humid,13.37,1551.7,22.8,93.9,189.4,1.29,96798.51,1294496.69
Wheat,Rajasthan,Zaid,Clay,Dry,45.64,1899.6,20.9,83.3,141.7,3.74,5214.82,237992.31
Soybean,Maharashtra,Zaid,Peaty,Dry,22.12,1396.4,23.8,21.1,149.1,1.48,2171.24,48028.75
Cotton,Bihar,Zaid,Chalky,Dry,26.37,1998.5,19.7,49.4,270.5,0.64,1677.19,44223.18
Sugarcane,MP,Kharif,Chalky,Rainy,40.61,510.6,29.1,90.4,133.6,4.89,77284.51,3138524.79
Cotton,Rajasthan,Kharif,Chalky,Sunny,43.52,1474.5,33.3,89.5,349.3,3.49,2294.66,99867.2
Soybean,UP,Kharif,Chalky,Dry,32.76,1839.0,35.6,43.9,163.5,4.78,2470.0,80912.67
Wheat,UP,Summer,Loamy,Dry,24.71,2025.8,34.8,28.1,269.4,3.52,3456.52,85417.96
Sugarcane,Punjab,Winter,Clay,Cloudy,20.63,1527.0,19.6,33.2,178.4,4.78,99459.5,2051550.08
Wheat,Maharashtra,Kharif,Silty,Humid,6.82,2176.5,32.8,45.1,417.1,4.03,5347.22,36441.52
Bajra,AP,Rabi,Silty,Humid,41.5,592.2,41.9,69.2,446.8,2.48,1892.09,78515.18
Groundnut,Maharashtra,Rabi,Chalky,Humid,16.07,664.8,43.6,53.3,128.6,1.07,1649.55,26511.24
Sugarcane,Bihar,Summer,Clay,Humid,8.35,919.2,18.2,21.4,412.1,0.78,72685.63,607109.7
Wheat,UP,Kharif,Clay,Dry,42.44,221.9,27.1,88.0,383.1,2.76,3295.65,139880.86
Soybean,Maharashtra,Zaid,Clay,Rainy,35.85,2180.8,19.6,53.9,233.6,3.47,2900.9,103999.06
Jowar,Rajasthan,Rabi,Clay,Humid,21.2,2295.3,44.8,28.0,154.9,4.76,1942.9,41184.65
Cotton,Rajasthan,Rabi,Silty,Dry,43.19,852.0,35.6,70.6,149.7,0.27,1430.49,61776.68
Maize,Bihar,Zaid,Loamy,Cloudy,25.49,2240.3,25.7,48.4,238.2,2.78,4333.5,110466.58
Barley,Bihar,Kharif,Chalky,Humid,11.08,653.0,27.4,37.1,312.7,1.92,3970.11,43988.7
Cotton,Haryana,Rabi,Silty,Rainy,21.97,1147.8,16.1,57.3,299.4,2.84,1776.92,39037.68
Groundnut,Bihar,Zaid,Sandy,Humid,7.23,1344.6,21.4,24.5,196.5,0.8,2565.54,18545.43
Rice,AP,Zaid,Silty,Dry,0.96,2058.8,20.3,65.5,201.6,2.97,4897.22,4688.88
Sugarcane,Bihar,Kharif,Sandy,Humid,33.09,806.8,15.4,58.9,322.6,4.82,91386.68,3023532.49
Barley,Punjab,Summer,Silty,Cloudy,46.43,2105.3,24.7,37.8,168.2,2.57,3672.42,170514.2
Barley,Haryana,Rabi,Chalky,Humid,33.37,1181.2,41.7,83.4,286.4,3.49,3882.0,129558.87
Sugarcane,Gujarat,Summer,Clay,Sunny,37.81,706.2,26.7,84.9,376.0,2.08,91908.6,3474740.07
Barley,AP,Summer,Sandy,Sunny,24.29,1230.4,18.6,52.0,179.4,0.89,2512.28,61031.37
Wheat,Rajasthan,Zaid,Chalky,Humid,7.9,438.8,18.7,27.6,324.4,1.06,3053.9,24134.03
Soybean,Karnataka,Zaid,Sandy,Humid,16.71,682.8,29.8,21.5,352.1,2.66,2034.59,34007.29
Jowar,Karnataka,Rabi,Silty,Cloudy,3.97,260.5,22.8,60.4,458.4,4.25,1868.75,7420.5
Groundnut,Maharashtra,Winter,Peaty,Rainy,11.92,1977.6,25.2,30.7,436.1,1.61,3621.8,43159.63
Maize,Maharashtra,Rabi,Chalky,Cloudy,6.12,985.5,43.9,58.2,332.4,1.85,1947.76,11925.33
Bajra,Gujarat,Winter,Chalky,Cloudy,17.28,537.9,31.6,76.5,176.9,1.17,1633.65,28229.83
Jowar,AP,Summer,Sandy,Dry,20.4,2145.2,25.4,69.1,369.2,2.97,2832.33,57769.87
Maize,Karnataka,Rabi,Chalky,Cloudy,42.18,1541.9,16.8,69.2,53.7,3.92,2695.67,113691.42
Groundnut,Punjab,Winter,Chalky,Dry,17.94,887.6,31.8,20.6,87.2,0.72,1916.53,34380.6
Jowar,Punjab,Rabi,Chalky,Dry,23.78,266.7,35.7,56.1,106.0,1.15,987.61,23484.99
Maize,Bihar,Kharif,Silty,Cloudy,41.86,2003.0,39.7,74.3,424.7,1.08,4953.77,207367.02
Wheat,Haryana,Winter,Loamy,Humid,0.72,2326.7,18.4,27.1,199.9,1.93,4084.41,2923.62
Rice,Punjab,Rabi,Chalky,Sunny,45.75,1456.8,25.7,20.5,77.4,2.2,3343.76,152979.54
Wheat,Rajasthan,Summer,Loamy,Humid,25.39,319.3,43.3,59.5,196.3,0.87,2528.07,64189.54
Cotton,Gujarat,Rabi,Silty,Cloudy,6.02,539.8,27.8,34.7,62.5,4.04,1688.47,10170.2
Jowar,Rajasthan,Winter,Loamy,Sunny,8.3,1567.0,32.8,32.3,105.6,4.9,1821.26,15109.71
Cotton,Gujarat,Rabi,Sandy,Humid,3.61,1779.1,26.0,76.7,484.0,0.66,2830.0,10225.33
Groundnut,Bihar,Winter,Loamy,Dry,29.06,831.5,39.7,20.4,304.2,1.76,2100.05,61026.34
Cotton,Haryana,Rabi,Sandy,Dry,17.37,2005.4,20.8,67.9,344.6,4.78,2912.93,50608.37
Jowar,MP,Zaid,Peaty,Sunny,30.03,832.5,17.4,52.2,299.4,1.71,1729.38,51925.42
Soybean,Rajasthan,Summer,Chalky,Dry,32.61,1666.1,31.6,20.9,363.4,1.94,2098.9,68446.1
Maize,Maharashtra,Summer,Chalky,Humid,8.69,2448.7,18.2,89.9,461.1,2.67,5869.95,50985.47
Rice,Punjab,Rabi,Clay,Sunny,20.41,571.7,18.6,77.1,467.4,2.35,5159.77,105333.19
Soybean,AP,Kharif,Loamy,Cloudy,34.35,2028.0,18.4,60.0,95.6,4.38,2522.18,86643.74
Wheat,MP,Winter,Silty,Rainy,35.66,1037.0,40.0,54.1,373.8,0.63,3796.91,135380.28
Bajra,Haryana,Winter,Clay,Rainy,21.14,1726.7,29.7,58.8,244.6,4.96,2687.4,56822.71
Barley,Karnataka,Zaid,Sandy,Rainy,16.09,1523.8,43.5,84.4,152.8,1.18,2865.68,46117.1
Barley,Rajasthan,Rabi,Peaty,Dry,42.95,812.3,30.4,28.0,347.1,4.2,3592.53,154314.38
Wheat,AP,Kharif,Silty,Sunny,37.42,2027.8,37.4,53.1,380.1,3.16,5176.51,193706.6
Maize,Maharashtra,Summer,Chalky,Rainy,24.65,1815.0,30.4,85.4,180.0,0.52,3752.91,92508.9
Groundnut,Gujarat,Summer,Peaty,Rainy,26.37,563.6,18.7,34.1,207.9,4.66,2405.72,63446.96
Jowar,AP,Summer,Chalky,Rainy,12.33,296.2,33.7,62.2,231.0,3.26,1681.21,20722.19
Groundnut,Punjab,Rabi,Silty,Dry,44.07,2410.1,41.8,73.9,313.2,3.48,4127.59,181912.3
Cotton,Bihar,Summer,Sandy,Sunny,24.02,2024.6,25.8,90.4,290.3,3.02,2721.25,65354.59
Bajra,Gujarat,Winter,Sandy,Cloudy,18.08,1136.5,27.3,60.8,294.6,2.54,2196.15,39704.28
Bajra,Maharashtra,Kharif,Chalky,Sunny,28.07,448.9,43.0,45.0,148.5,2.53,1206.42,33861.42
Bajra,Gujarat,Zaid,Clay,Cloudy,13.91,856.9,23.1,84.2,64.3,0.47,1452.2,20203.96
Bajra,Punjab,Winter,Loamy,Cloudy,9.98,584.8,20.4,70.4,256.8,4.96,1965.54,19614.0
Sugarcane,Rajasthan,Winter,Clay,Sunny,41.67,1280.5,31.6,83.2,266.4,1.11,91346.84,3806607.96
Maize,AP,Kharif,Peaty,Rainy,6.74,2213.0,30.4,50.3,122.9,3.53,4390.71,29592.25
Soybean,Karnataka,Zaid,Loamy,Humid,45.49,2366.6,16.9,50.2,60.6,1.71,2337.01,106313.77
Barley,Bihar,Winter,Peaty,Humid,29.67,1423.9,23.0,87.5,467.3,2.07,4513.48,133909.36
Soybean,Rajasthan,Zaid,Silty,Sunny,24.06,481.9,42.8,54.1,380.5,1.9,2251.01,54157.33
Wheat,Maharashtra,Zaid,Chalky,Humid,12.23,1230.3,20.7,40.1,290.5,4.18,4476.35,54748.11
Groundnut,Bihar,Winter,Silty,Cloudy,12.49,588.8,38.2,29.7,254.2,2.58,2410.23,30100.58
Rice,Maharashtra,Zaid,Loamy,Dry,7.73,865.1,24.3,59.1,348.7,1.97,5397.7,41712.56
Sugarcane,Gujarat,Summer,Clay,Humid,14.25,2492.3,41.8,58.5,421.4,4.1,136290.28,1942737.78
Barley,Haryana,Summer,Sandy,Rainy,28.9,1223.1,35.1,67.2,58.0,2.75,3145.84,90901.74
Cotton,Maharashtra,Summer,Clay,Sunny,42.4,1361.9,37.4,30.4,163.6,3.69,1609.01,68227.39
Sugarcane,Rajasthan,Zaid,Peaty,Sunny,45.26,1585.0,29.8,78.9,476.4,1.84,106141.14,4803678.74
Cotton,Maharashtra,Zaid,Sandy,Rainy,21.72,619.4,43.3,76.6,143.6,1.75,1425.32,30960.69
Rice,Rajasthan,Zaid,Loamy,Dry,18.77,1860.8,20.2,64.3,362.9,1.78,6007.33,112747.17
Barley,Rajasthan,Zaid,Chalky,Sunny,38.21,334.1,45.0,76.4,438.8,3.29,3234.45,123576.37
Rice,Bihar,Summer,Sandy,Dry,25.9,1547.6,20.4,75.1,134.9,0.66,3959.6,102570.16
Jowar,UP,Winter,Peaty,Humid,40.23,2060.8,22.4,66.1,249.4,3.2,2238.31,90053.23
Maize,MP,Zaid,Peaty,Rainy,1.96,610.0,44.6,73.6,326.6,0.33,3128.29,6128.58
Groundnut,Haryana,Winter,Loamy,Rainy,27.68,2383.0,45.0,37.7,377.1,1.95,2772.54,76751.23
Maize,UP,Zaid,Sandy,Cloudy,28.21,892.1,20.0,50.5,154.5,2.72,2156.99,60858.77
Sugarcane,Karnataka,Summer,Peaty,Sunny,33.71,1934.1,18.3,55.1,81.9,3.03,88614.63,2987486.93
Groundnut,Rajasthan,Rabi,Chalky,Sunny,38.97,856.4,40.3,52.4,422.9,4.13,2408.73,93870.04
Groundnut,Karnataka,Kharif,Loamy,Sunny,15.23,881.6,36.8,37.2,50.4,3.6,1916.96,29187.43
Cotton,Bihar,Summer,Chalky,Sunny,7.17,547.1,38.8,86.6,177.4,2.25,1302.78,9338.89
Barley,Bihar,Winter,Silty,Humid,19.32,2203.9,34.9,45.6,357.7,0.2,3592.68,69409.29
Cotton,MP,Kharif,Clay,Cloudy,14.48,2121.2,24.5,74.4,104.4,0.93,2318.34,33566.5
Soybean,Punjab,Winter,Loamy,Cloudy,14.36,443.7,18.4,41.8,326.4,4.04,2225.57,31952.27
Rice,Gujarat,Summer,Peaty,Dry,32.06,880.9,36.3,32.7,424.4,2.9,4803.17,154010.68
Rice,AP,Rabi,Peaty,Cloudy,23.5,1615.9,17.9,91.3,491.2,2.77,5839.15,137242.64
Wheat,MP,Kharif,Clay,Dry,23.74,1856.7,30.9,49.7,195.1,3.09,4456.53,105784.81
Groundnut,Haryana,Winter,Loamy,Rainy,49.45,2382.9,17.3,90.0,213.4,4.24,3170.2,156764.17
Jowar,UP,Kharif,Peaty,Cloudy,10.91,867.7,38.6,32.0,69.8,2.03,952.0,10390.31
Groundnut,Gujarat,Rabi,Peaty,Rainy,5.35,1819.1,25.1,43.2,469.6,1.32,3177.65,17004.43
Bajra,Bihar,Rabi,Chalky,Dry,41.72,366.2,35.7,60.1,220.6,1.77,1682.45,70196.15
Rice,Gujarat,Rabi,Sandy,Humid,24.73,916.2,41.2,31.7,142.9,3.47,3819.59,94476.08
Rice,Bihar,Rabi,Peaty,Cloudy,47.67,1132.4,25.1,21.1,119.0,2.16,3423.77,163208.07
Barley,Bihar,Summer,Loamy,Dry,22.57,716.7,36.8,73.1,119.0,4.58,3225.03,72803.19
Soybean,Maharashtra,Winter,Sandy,Sunny,41.48,252.0,22.3,31.4,436.6,2.39,2185.49,90648.73
Sugarcane,Punjab,Zaid,Silty,Cloudy,42.59,1824.6,23.7,32.4,464.6,2.17,114336.08,4869371.97
Jowar,UP,Winter,Chalky,Cloudy,40.25,1182.4,22.0,94.6,480.5,4.23,2109.73,84909.78
Wheat,AP,Zaid,Sandy,Dry,14.14,2041.9,42.5,65.2,411.4,3.98,5427.63,76747.05
Wheat,AP,Rabi,Silty,Dry,39.23,1420.7,32.7,35.0,179.3,0.89,3100.38,121623.63
Bajra,Maharashtra,Rabi,Chalky,Rainy,10.18,1675.9,39.5,62.0,164.8,1.39,1913.16,19477.36
Maize,Bihar,Winter,Loamy,Cloudy,21.5,1177.5,19.2,58.5,314.2,2.43,3403.34,73172.4
Groundnut,Rajasthan,Kharif,Chalky,Humid,45.76,247.5,43.9,54.7,235.7,1.36,1915.74,87673.55
Wheat,UP,Winter,Peaty,Rainy,45.06,1402.9,18.4,50.1,143.0,1.08,3239.69,145985.52
Cotton,Karnataka,Zaid,Silty,Cloudy,48.31,2365.8,41.0,57.5,113.4,1.17,1545.42,74657.68
Bajra,Karnataka,Rabi,Chalky,Dry,11.15,825.3,20.1,73.9,396.5,2.37,2646.6,29500.96
Wheat,Gujarat,Winter,Chalky,Rainy,27.96,1523.1,18.9,54.3,170.7,4.23,4671.59,130606.61
Maize,Rajasthan,Zaid,Sandy,Dry,15.93,1667.0,15.3,22.5,433.3,3.45,4011.6,63916.76
Bajra,AP,Winter,Peaty,Sunny,42.15,1689.1,25.2,78.5,308.8,4.93,2801.18,118070.17
Rice,Rajasthan,Kharif,Clay,Dry,0.6,1869.3,34.7,74.9,209.9,4.12,5073.81,3022.11
Soybean,Gujarat,Summer,Chalky,Cloudy,38.42,979.2,20.3,51.6,407.2,2.38,2548.16,97896.12
Sugarcane,Punjab,Zaid,Silty,Humid,45.35,294.9,27.9,23.9,93.0,3.33,63750.79,2890872.69
Sugarcane,Rajasthan,Kharif,Loamy,Sunny,13.02,1390.0,15.4,39.8,281.3,2.91,91749.62,1194242.55
Maize,Gujarat,Kharif,Silty,Sunny,6.98,1754.4,31.8,79.2,382.5,3.16,4984.27,34773.76
Cotton,MP,Zaid,Sandy,Sunny,33.24,273.7,17.5,42.0,445.0,3.85,1886.58,62707.02
Bajra,Maharashtra,Winter,Silty,Rainy,34.09,656.3,29.8,79.4,264.1,2.73,1898.34,64707.82
Rice,Maharashtra,Summer,Sandy,Sunny,49.78,473.4,15.4,86.8,160.2,3.68,3928.69,195562.6
Bajra,Maharashtra,Summer,Peaty,Rainy,34.19,2016.9,39.5,26.4,330.3,0.13,1983.65,67820.94
Groundnut,AP,Rabi,Clay,Dry,42.01,2384.0,41.1,56.2,201.2,0.86,2245.05,94305.32
Jowar,AP,Summer,Peaty,Rainy,0.75,1184.0,20.9,88.3,128.6,1.5,1432.45,1072.57
Wheat,AP,Zaid,Clay,Rainy,3.38,1056.2,36.6,61.6,240.3,2.87,4011.99,13557.72
Barley,MP,Winter,Loamy,Rainy,9.43,1470.8,21.5,35.0,495.7,4.03,4381.91,41317.78
Wheat,Rajasthan,Winter,Silty,Rainy,11.4,2183.1,37.3,51.1,263.1,2.12,4329.97,49370.68
Maize,MP,Kharif,Sandy,Humid,18.82,242.2,18.8,76.6,262.2,0.83,3007.41,56597.72
Soybean,Haryana,Kharif,Silty,Humid,15.58,1449.4,15.6,59.1,336.6,1.25,2802.41,43660.07
Rice,Punjab,Summer,Clay,Humid,5.6,723.1,15.1,42.8,98.9,2.42,3576.41,20029.93
Groundnut,Gujarat,Kharif,Chalky,Humid,41.93,381.5,17.7,52.1,110.7,4.58,2776.38,116420.83
Bajra,Bihar,Rabi,Loamy,Humid,8.73,1003.8,37.3,76.8,350.1,1.25,1749.28,15265.83
Wheat,Haryana,Zaid,Clay,Rainy,0.51,1033.6,37.1,65.0,129.9,1.59,3457.41,1760.4
Wheat,Haryana,Winter,Clay,Humid,24.52,2109.4,43.5,67.6,209.3,3.06,3375.7,82787.6
Soybean,AP,Zaid,Clay,Cloudy,22.79,947.8,29.1,81.4,106.1,4.3,1899.65,43300.58
Groundnut,UP,Rabi,Silty,Dry,43.35,273.9,34.3,77.2,391.8,4.44,2717.75,117820.23
Cotton,Gujarat,Zaid,Clay,Rainy,0.84,752.3,18.0,39.5,129.7,0.24,1249.01,1054.66
Jowar,Karnataka,Summer,Chalky,Cloudy,13.88,1360.7,44.3,66.2,471.3,4.8,2225.77,30887.78
Maize,MP,Winter,Loamy,Sunny,28.35,429.4,42.7,30.6,151.2,2.83,2487.94,70543.55
Barley,UP,Zaid,Chalky,Humid,49.27,2062.8,28.8,87.8,234.4,2.67,4699.6,231539.0
Wheat,UP,Winter,Sandy,Rainy,16.18,793.8,16.1,63.7,153.5,0.83,3538.21,57239.32
Cotton,Maharashtra,Zaid,Sandy,Cloudy,10.01,399.5,25.1,29.7,285.4,3.2,1936.12,19385.45
Groundnut,Bihar,Kharif,Loamy,Rainy,1.55,1000.4,36.6,77.5,237.3,0.18,2199.54,3404.96
Rice,Rajasthan,Summer,Silty,Humid,48.94,2420.5,27.5,39.9,186.2,1.42,4994.02,244405.28
Wheat,AP,Rabi,Silty,Dry,17.22,1817.0,21.7,39.6,280.4,1.67,4230.51,72844.85
Maize,Haryana,Zaid,Peaty,Sunny,9.0,435.8,33.4,27.1,389.4,0.2,2632.82,23692.38
Rice,Gujarat,Zaid,Peaty,Dry,41.95,235.8,34.4,52.6,140.3,0.63,2592.14,108734.66
Cotton,Karnataka,Summer,Clay,Rainy,45.79,2195.9,26.1,25.3,452.3,4.45,2825.48,129390.38
Barley,Maharashtra,Summer,Clay,Humid,44.49,752.5,23.4,24.0,408.0,2.14,3100.93,137961.45
Rice,MP,Kharif,Clay,Cloudy,40.62,2104.5,27.3,58.9,65.1,3.4,4349.82,176681.97
Rice,UP,Kharif,Sandy,Rainy,11.76,1293.9,27.7,84.5,294.0,3.48,4016.57,47238.07
Wheat,Punjab,Rabi,Loamy,Humid,19.11,1672.1,29.8,83.7,443.6,0.94,4506.36,86116.55
Jowar,Punjab,Rabi,Chalky,Dry,1.42,2243.9,21.8,89.7,372.8,3.84,2574.9,3654.43
Maize,UP,Zaid,Loamy,Humid,16.41,567.1,21.2,79.1,125.2,0.24,2491.56,40892.46
Sugarcane,AP,Kharif,Silty,Rainy,35.16,1355.3,20.0,72.9,181.2,1.49,89783.84,3156856.08
Barley,Haryana,Winter,Peaty,Dry,35.49,2017.9,20.8,39.6,280.7,1.72,3597.84,127673.38
Maize,UP,Summer,Peaty,Dry,17.68,1163.9,15.5,47.4,173.2,2.58,3510.4,62059.7
Jowar,Maharashtra,Summer,Clay,Rainy,5.41,2129.8,42.9,44.2,466.8,3.99,2066.82,11185.27
Wheat,AP,Kharif,Silty,Rainy,29.6,1353.2,41.2,26.3,356.7,3.43,4185.72,123898.71
Soybean,Maharashtra,Zaid,Silty,Humid,20.2,913.3,28.5,48.8,244.6,4.9,2453.98,49567.11
Sugarcane,Bihar,Zaid,Clay,Humid,29.42,311.7,33.1,80.0,313.2,4.99,103954.8,3058482.72
Jowar,Gujarat,Kharif,Chalky,Sunny,21.68,426.9,33.6,30.8,285.1,0.14,1263.97,27402.19
Soybean,AP,Winter,Sandy,Cloudy,43.77,1025.9,16.4,83.4,460.1,4.12,3151.99,137956.85
Wheat,Bihar,Summer,Loamy,Dry,21.16,884.4,42.4,34.5,225.2,4.71,3132.53,66286.49
Barley,Punjab,Summer,Sandy,Dry,9.95,1471.5,22.6,91.7,62.9,1.08,2851.84,28361.78
Jowar,Bihar,Winter,Silty,Rainy,18.01,967.3,16.1,31.0,462.7,4.99,1772.48,31928.03
Cotton,Rajasthan,Rabi,Peaty,Sunny,35.39,2281.7,28.0,56.6,467.3,2.65,3614.42,127904.76
Groundnut,Rajasthan,Zaid,Silty,Sunny,4.08,2008.2,26.3,27.5,335.2,4.41,3566.74,14556.74
Barley,Punjab,Zaid,Loamy,Sunny,16.85,1230.6,25.4,45.4,413.6,0.71,3666.38,61792.6
Maize,MP,Zaid,Loamy,Rainy,40.79,1986.8,38.7,73.1,164.4,4.32,4039.06,164768.71
Sugarcane,Maharashtra,Winter,Loamy,Dry,43.48,2254.4,41.6,60.6,340.9,2.77,127399.11,5539572.61
Barley,Gujarat,Summer,Clay,Sunny,20.27,1683.5,26.9,81.3,305.5,0.31,3773.02,76480.46
Barley,Punjab,Summer,Clay,Dry,14.79,2357.4,39.8,72.3,87.0,2.15,2734.28,40437.26
Soybean,Maharashtra,Summer,Loamy,Rainy,39.16,2133.0,24.7,82.9,96.6,4.2,2845.21,111409.39
Cotton,Haryana,Winter,Loamy,Sunny,33.17,1887.0,26.7,52.5,114.9,4.13,2139.13,70951.23
Soybean,Rajasthan,Zaid,Sandy,Cloudy,34.02,1294.8,44.8,74.7,478.6,4.19,2844.61,96761.11
Jowar,Karnataka,Rabi,Sandy,Rainy,18.83,246.5,30.7,57.9,286.4,4.87,1500.3,28251.91
Rice,Gujarat,Rabi,Loamy,Rainy,34.29,679.2,28.9,88.3,197.0,2.54,3383.7,116030.23
Cotton,UP,Zaid,Clay,Sunny,12.99,1153.8,17.5,65.5,96.7,4.2,1778.89,23108.75
Wheat,Punjab,Zaid,Sandy,Humid,12.16,516.8,33.4,32.5,287.9,2.99,3961.57,48156.15
Barley,UP,Kharif,Loamy,Humid,3.76,1423.2,16.9,77.5,373.6,4.42,3985.8,15000.49
Groundnut,Rajasthan,Rabi,Clay,Sunny,39.12,959.3,24.7,61.8,437.6,1.2,3220.44,125992.58
Barley,Maharashtra,Zaid,Peaty,Humid,20.93,1957.8,32.5,25.3,451.5,0.25,4020.02,84146.15
Wheat,Maharashtra,Winter,Silty,Humid,16.87,407.7,31.9,55.9,97.0,3.1,3282.12,55357.38
